category,Maestría,Curso,Código,Pregunta,Respuesta
open_ended,Maestría en Ciberseguridad,Seguridad y Criptografía,MC1003,¿Qué elementos históricos sirven de base para comprender la evolución del cifrado?,"El estudio del Cifrado César, la máquina Enigma y el cifrado por permutación, entre otros."
open_ended,Maestría en Ciberseguridad,Seguridad y Criptografía,MC1003,¿Cómo se estructura el sistema de evaluación del aprendizaje en esta materia?,"Se compone de tareas para asimilación de materia (50%), laboratorios prácticos (20%) y un examen final (30%)."
open_ended,Maestría en Ciberseguridad,Políticas y Gobernanza en Ciberseguridad,MC1006,¿Por qué es fundamental la gestión de procesos ante la vulnerabilidad tecnológica de los negocios?,"Porque permite minimizar riesgos y amenazas de manera efectiva, asegurando la continuidad del negocio y el ahorro en costos."
open_ended,Maestría en Ciberseguridad,Políticas y Gobernanza en Ciberseguridad,MC1006,¿Qué áreas de especialización se utilizan como marco de referencia para el conocimiento en este curso?,El Framework NICE y las áreas de conocimiento en ciberseguridad según la ACM.
open_ended,Maestría en Ciberseguridad,Políticas y Gobernanza en Ciberseguridad,MC1006,¿Cómo se aborda el diagnóstico del riesgo organizacional en este programa?,Mediante el uso de métricas de seguridad para la toma de decisiones estratégicas y modelos de evaluación de riesgo.
open_ended,Maestría en Ciberseguridad,Políticas y Gobernanza en Ciberseguridad,MC1006,"¿Qué importancia tiene el principio de ""Seguridad por diseño"" en el ciclo de vida del software?",Es un criterio clave para el aprovisionamiento de soluciones tecnológicas seguras y la planificación de requerimientos.
open_ended,Maestría en Ciberseguridad,Políticas y Gobernanza en Ciberseguridad,MC1006,¿Qué elementos legales se analizan respecto a la protección de datos en Costa Rica?,La legislación sobre delitos informáticos y la Ley 8968 de Protección de los Datos.
open_ended,Maestría en Ciberseguridad,Políticas y Gobernanza en Ciberseguridad,MC1006,¿Cuál es el objetivo de integrar los KPI de ciberseguridad con la visión de la empresa?,Lograr una alineación estratégica que permita gestionar el portafolio de proyectos de seguridad según la misión organizacional.
open_ended,Maestría en Ciberseguridad,Seguridad de Software Avanzado,MC3001,¿Desde qué perspectiva se analizan vulnerabilidades como el Buffer Overflow?,Desde una perspectiva avanzada que estudia vectores de ataque utilizados para violentar el software creado.
open_ended,Maestría en Ciberseguridad,Seguridad de Software Avanzado,MC3001,¿Qué estrategias de defensa se consideran para prevenir ataques a las aplicaciones?,"Técnicas de programación segura, modelado de vulnerabilidades y técnicas avanzadas de pruebas de seguridad."
open_ended,Maestría en Ciberseguridad,Seguridad de Software Avanzado,MC3001,"¿Cómo influye el concepto de ""Seguridad por Diseño"" en el estudiante?","Lo capacita para diseñar soluciones que garanticen la tríada de la seguridad (confidencialidad, integridad y disponibilidad) desde el inicio del desarrollo."
open_ended,Maestría en Ciberseguridad,Seguridad de Software Avanzado,MC3001,¿Qué temas abarca la administración de riesgo aplicada específicamente al software?,"Identificación de riesgos técnicos y de negocio, priorización de riesgos y validación de correcciones."
open_ended,Maestría en Ciberseguridad,Seguridad de Software Avanzado,MC3001,¿Qué se entiende por seguridad basada en el lenguaje de programación en este contexto?,"El estudio del tipado seguro, el aseguramiento de memoria y el control de acceso en ambientes abiertos."
open_ended,Maestría en Ciberseguridad,Seguridad de Software Avanzado,MC3001,¿Cómo se aplican las técnicas de análisis estático para mejorar la calidad del código?,"Mediante el análisis de flujo de datos, la ejecución simbólica y la ofuscación."
open_ended,Maestría en Ciberseguridad,Cibercrimen,MC3010,¿Por qué el cibercrimen se estudia también desde la perspectiva de las ciencias sociales?,"Porque muchos problemas, como el phishing, ocurren por motivadores conductuales y debilidades en el comportamiento humano, no solo por fallas técnicas."
open_ended,Maestría en Ciberseguridad,Cibercrimen,MC3010,¿Qué objetivos persiguen los criminales al manipular a usuarios legítimos?,"Obtener información confidencial mediante ingeniería social, espionaje industrial e investigación de recopilación de datos."
open_ended,Maestría en Ciberseguridad,Cibercrimen,MC3010,¿Cómo ayudan los motivadores sociales a identificar la naturaleza de las amenazas?,Permiten valorar las acciones de los individuos y potenciar la identificación temprana de actos delictivos.
open_ended,Maestría en Ciberseguridad,Cibercrimen,MC3010,¿Qué métodos de investigación social se aplican para entender el fenómeno criminal?,"La teorización, el diseño experimental, la validación de hipótesis y el análisis de datos con SPSS."
open_ended,Maestría en Ciberseguridad,Cibercrimen,MC3010,"¿Qué aspectos analiza la ""Ciencia del Crimen"" respecto a los actos delictivos?","La elección racional del criminal, las actividades de rutina y los estudios de victimización y autoreporte."
open_ended,Maestría en Ciberseguridad,Cibercrimen,MC3010,¿En qué consiste la teoría de prevención del crimen en situación según el curso?,"Analiza la oportunidad del crimen, el triángulo del crimen y el desplazamiento del beneficio delictivo."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Sistemas Estratégicos Empresariales,MC1101,¿Cómo se articulan las TI con la propuesta de valor de un negocio?,Se integran coherentemente dentro de un sistema de actividades para fortalecer la posición estratégica de la empresa.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Sistemas Estratégicos Empresariales,MC1101,¿Qué tipos de sistemas de información se estudian como referentes de manejo interno y externo?,"Los sistemas ERP, CRM y SCM."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Sistemas Estratégicos Empresariales,MC1101,¿Qué fuerzas competitivas influyen en la dinámica de una industria según Michael Porter?,"La amenaza de nuevos entrantes, el poder de compradores y proveedores, los sustitutos y la rivalidad entre competidores."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Sistemas Estratégicos Empresariales,MC1101,¿Qué papel desempeña la investigación en la metodología de enseñanza de este curso?,Permite al estudiante profundizar en fundamentos y tendencias mediante la creación de un estado del arte de sistemas empresariales.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Sistemas Estratégicos Empresariales,MC1101,¿Cómo se vincula el conocimiento teórico con la práctica real en este programa?,A través de una investigación aplicada donde el estudiante enfrenta un problema real de una empresa utilizando los conocimientos adquiridos.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Sistemas Estratégicos Empresariales,MC1101,¿Qué modelos complementarios a las fuerzas de Porter se analizan para el uso estratégico de TI?,El modelo basado en recursos (Resource Based View) y la competencia por capacidades.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Gerencia de Tecnología de Información,MC1103,¿Qué elementos componen el enfoque integrado del proceso de gestión de TI?,"La combinación de cuatro factores clave: personas, procesos, herramientas y proveedores."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Gerencia de Tecnología de Información,MC1103,¿Cuáles son los equilibrios críticos que un líder de TI debe buscar permanentemente?,"El balance entre innovación y gestión de riesgos, y entre ser agente de cambio y mantener la operación impecable."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Gerencia de Tecnología de Información,MC1103,¿Qué diferencia establece el curso entre administración y gobernanza de TI?,"Se analizan como conceptos distintos, estudiando la gobernanza a través de arquetipos y mecanismos de la matriz de Weill."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Gerencia de Tecnología de Información,MC1103,¿Qué modelos de tercerización de servicios se introducen en el contenido?,"SaaS, IaaS y PaaS, junto con los factores críticos de éxito para su gestión."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Gerencia de Tecnología de Información,MC1103,¿Cómo se utiliza la metodología de casos para fomentar el aprendizaje socio-constructivista?,"Mediante estudio individual, análisis grupal y sesiones plenarias de discusión sobre casos comprensivos."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Gerencia de Tecnología de Información,MC1103,¿Qué herramientas pedagógicas deben elaborar los estudiantes para demostrar la asimilación semanal de la teoría?,"Mapas mentales, conceptuales, infografías o cuadros sinópticos basados en la bibliografía."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración Financiera de TI,MC1201,¿Qué abarca la gestión de recursos financieros invertidos en TI?,"La planificación, operación, control, evaluación y toma de decisiones fundamentadas en información financiera."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración Financiera de TI,MC1201,¿Cuál es el objetivo final de aplicar finanzas a los proyectos y servicios de TI?,Optimizar los recursos asignados y gestionar los riesgos inherentes a las inversiones tecnológicas.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración Financiera de TI,MC1201,¿Qué áreas de la contabilidad se estudian para respaldar la operación técnica?,"Contabilidad financiera (activos, pasivos, capital), análisis financiero (razones financieras) y contabilidad de costos."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración Financiera de TI,MC1201,¿Cómo se integra el presupuesto en la administración de la función de información?,Mediante el estudio de metodologías de elaboración presupuestaria específicas para la operación de TI.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración Financiera de TI,MC1201,¿Qué estándares internacionales se referencian para la gestión de costos?,El dominio APO06 de COBIT 5.0 y los procesos de estrategia de servicios de ITIL 2011.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración Financiera de TI,MC1201,¿En qué tipo de actividades se concentra la evaluación del curso?,"En exámenes parciales, investigación bibliográfica, comprobaciones de lectura y trabajo en clase."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración y Estrategia de Proyectos I,MC1203,¿Por qué la gestión de proyectos es una competencia indispensable para un gerente de TI?,Porque las transformaciones modernas de las organizaciones se ejecutan a través de proyectos tecnológicos exitosos.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración y Estrategia de Proyectos I,MC1203,¿Qué componentes estratégicos se analizan en las fases iniciales de un proyecto?,"El análisis de factibilidad, las condiciones de inicio y la planificación de alcance, calidad y costos."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración y Estrategia de Proyectos I,MC1203,¿Cómo ha evolucionado la orientación de la gestión de proyectos según el curso?,Ha pasado de una orientación basada exclusivamente en planes hacia una orientación ágil.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración y Estrategia de Proyectos I,MC1203,¿Qué papel desempeña la Oficina de Proyectos (PMO) en las organizaciones modernas?,Actúa como soporte estratégico para la gestión de portafolios y programas bajo modelos como OPM3.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración y Estrategia de Proyectos I,MC1203,¿En qué consiste el proceso de formulación de un caso de negocio efectivo?,En el desarrollo de herramientas y dimensiones de decisión para presentar resultados sólidos de una idea de proyecto.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Administración y Estrategia de Proyectos I,MC1203,¿Qué dilemas se presentan comúnmente en la gestión de la calidad de proyectos de TI?,La aplicación del concepto de deuda técnica y el equilibrio entre procesos de gestión e ingeniería.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Planificación Estratégica de TI,MC2301,¿Qué elementos integran el marco filosófico de un negocio necesario para la planificación?,"Análisis FODA, misión, visión, valores, objetivos, estrategias, políticas y metas."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Planificación Estratégica de TI,MC2301,¿Qué factores se consideran para derivar el plan de información desde el modelo de negocio?,"Tendencias tecnológicas, procesos de negocio, arquitectura de aplicaciones y proyección de inversión."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Planificación Estratégica de TI,MC2301,¿Qué capacidad específica adquiere el estudiante al finalizar este programa?,La capacidad de desarrollar un plan estratégico de TI basado en lineamientos del negocio y mecanismos de priorización.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Planificación Estratégica de TI,MC2301,¿Cómo se define el liderazgo y la administración desde la perspectiva del CIO?,Se analiza como la gestión de expectativas para lograr una empresa habilitada por TI bajo un gobierno sólido.
open_ended,Maestría en Gerencia de Tecnologías de la Información,Planificación Estratégica de TI,MC2301,¿Cómo se aborda el diagnóstico de la situación actual de TI?,"Mediante el análisis de brecha, tendencias de organización de la función de TI y análisis de la industria."
open_ended,Maestría en Gerencia de Tecnologías de la Información,Planificación Estratégica de TI,MC2301,¿Bajo qué condiciones específicas un estudiante puede reprobar el curso por asistencia?,Si acumula 4 faltas de asistencia injustificadas durante el semestre.
open_ended,Maestría en Computación,Teoría de Autómatas,MC6003,¿Cuál es el concepto fundamental que modela este curso por encima de la tecnología física?,"El concepto de cómputo, definido a través de mecanismos abstractos independientes de computadoras específicas."
open_ended,Maestría en Computación,Teoría de Autómatas,MC6003,¿Cómo se relaciona la computación teórica con la construcción práctica de compiladores?,Brinda los modelos formales necesarios para el reconocimiento y generación de lenguajes formales usados en compilación.
open_ended,Maestría en Computación,Teoría de Autómatas,MC6003,¿Qué jerarquía se utiliza para clasificar gramáticas según su estructura de frase?,La jerarquía de Chomsky.
open_ended,Maestría en Computación,Teoría de Autómatas,MC6003,¿Qué herramienta matemática se estudia para demostrar que un lenguaje no es regular?,El Pumping Lemma.
open_ended,Maestría en Computación,Teoría de Autómatas,MC6003,¿Qué modelos matemáticos se analizan para el reconocimiento de lenguajes formales?,Desde los autómatas de estados finitos hasta las máquinas de Turing.
open_ended,Maestría en Computación,Teoría de Autómatas,MC6003,¿Qué formación matemática previa se asume en los estudiantes de este curso de postgrado?,Conocimientos sólidos de matemática discreta adquiridos durante el bachillerato.
open_ended,Maestría en Computación,Sistemas Operativos Avanzados,MC6004,¿Qué tipo de material se revisa para estudiar las tendencias actuales de investigación?,Diferentes papers y artículos científicos seleccionados por el profesor en lugar de un libro de texto único.
open_ended,Maestría en Computación,Sistemas Operativos Avanzados,MC6004,¿Qué requisitos de calidad deben cumplir los apuntes oficiales realizados por los estudiantes?,"Deben ser reportes detallados con imágenes, gráficos y datos adicionales, evitando ser simples resúmenes ejecutivos."
open_ended,Maestría en Computación,Sistemas Operativos Avanzados,MC6004,¿Qué cinco preguntas clave deben responderse al entregar los resúmenes de los artículos científicos?,"Problema planteado, importancia, soluciones previas, propuesta de los autores y éxito de la misma."
open_ended,Maestría en Computación,Sistemas Operativos Avanzados,MC6004,¿Cómo se evalúa la capacidad de comunicación científica de los estudiantes?,Mediante una presentación oral obligatoria que sigue el formato de una conferencia científica.
open_ended,Maestría en Computación,Sistemas Operativos Avanzados,MC6004,¿Qué experiencia técnica previa es indispensable para el éxito en los proyectos programados?,"Programación en C, lenguaje ensamblador y dominio de ambientes UNIX o Linux."
open_ended,Maestría en Computación,Sistemas Operativos Avanzados,MC6004,¿Qué temas de computación moderna se incluyen en los contenidos técnicos?,"Cloud Computing, High Performance Computing, dispositivos móviles y sistemas de tiempo real."
open_ended,Maestría en Computación,Análisis de Algoritmos,MC6102,¿Por qué el diseño de algoritmos se considera la actividad fundamental de la computación?,"Porque toda computación es, por definición, el resultado de la ejecución de un algoritmo."
open_ended,Maestría en Computación,Análisis de Algoritmos,MC6102,¿Cuál es la diferencia crítica entre la efectividad y la eficiencia de un algoritmo?,La efectividad asegura que resuelva el problema; la eficiencia asegura que lo haga usando pocos recursos de tiempo y espacio.
open_ended,Maestría en Computación,Análisis de Algoritmos,MC6102,¿Qué tres componentes son necesarios para lograr algoritmos eficientes?,"Técnicas de diseño, técnicas de análisis y la creatividad intuitiva."
open_ended,Maestría en Computación,Análisis de Algoritmos,MC6102,"¿Qué herramientas se utilizan para analizar la complejidad de ""peor caso""?","Funciones recurrentes, notación asintótica (""O grande"") y pruebas por inducción."
open_ended,Maestría en Computación,Análisis de Algoritmos,MC6102,¿Qué tipos de algoritmos se estudian dentro de la categoría probabilista?,"Algoritmos numéricos, de Monte Carlo y de Las Vegas."
open_ended,Maestría en Computación,Análisis de Algoritmos,MC6102,¿Cómo se clasifican los problemas según su complejidad en este programa?,"En las clases P, NP, NP-completos y NP-difíciles."
open_ended,Maestría en Computación,Diseño de Experimentos,MC6104,"¿Por qué la Ciencia de la Computación ha sido considerada históricamente ""débil"" en sus procedimientos?",Debido a la falta de uso sistemático de técnicas experimentales clásicas para validar o refutar hipótesis.
open_ended,Maestría en Computación,Diseño de Experimentos,MC6104,¿Qué utilidad tiene el Diseño de Experimentos (DoE) en la industria del software?,Permite ejercer controles de calidad rigurosos durante el desarrollo de productos de software.
open_ended,Maestría en Computación,Diseño de Experimentos,MC6104,¿Qué capacidades adquiere el estudiante para manejar datos experimentales?,El uso de software estadístico para analizar resultados con niveles de confianza y certeza científica.
open_ended,Maestría en Computación,Diseño de Experimentos,MC6104,¿Cuál es la estructura metodológica que siguen los proyectos en este curso?,"Realización de experimentos, recolección de datos, análisis de resultados y redacción de reportes técnicos."
open_ended,Maestría en Computación,Diseño de Experimentos,MC6104,¿Qué formación técnica previa es requerida para el uso de herramientas en este curso?,"Conocimiento de UNIX, programación en C y dominio del entorno estadístico R."
open_ended,Maestría en Computación,Diseño de Experimentos,MC6104,¿Cómo influye este curso en el desarrollo de la tesis de maestría del estudiante?,Entrena al estudiante para establecer hipótesis verificables experimentalmente en su propuesta de tesis.
open_ended,Maestría en Computación,Introducción a la Investigación,MC7201,¿Qué criterios separan la ciencia de la pseudociencia según los contenidos del curso?,"Los conceptos de historia y filosofía de la ciencia, aplicados a través de un exigente escepticismo científico."
open_ended,Maestría en Computación,Introducción a la Investigación,MC7201,¿Cuál es el deber esencial de un científico según este programa académico?,Generar y comunicar conocimiento nuevo a la comunidad.
open_ended,Maestría en Computación,Introducción a la Investigación,MC7201,"¿Qué habilidades de ""infraestructura"" se desarrollan para maximizar el éxito del investigador?","Cómo dar presentaciones, leer y escribir papers, y administrar efectivamente el tiempo."
open_ended,Maestría en Computación,Introducción a la Investigación,MC7201,¿Qué aspectos administrativos se revisan para orientar al estudiante en su posgrado?,Los reglamentos y lineamientos del programa de maestría para la presentación de propuestas y tesis.
open_ended,Maestría en Computación,Introducción a la Investigación,MC7201,¿Qué elementos debe contener la propuesta de un artículo científico para ser aprobada?,"Definición del problema, su importancia, soluciones previas, propuesta original y efectos esperados."
open_ended,Maestría en Computación,Introducción a la Investigación,MC7201,¿Cuál es la herramienta tecnológica obligatoria para la elaboración de presentaciones?,Beamer.
