model_key,category,question,composed_question,expected_answer,predicted_answer,generation_time_s,curso,codigo,error
llama3.1-8b-f16,binary,¿Es obligatoria la asistencia?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Es obligatoria la asistencia?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Cibercrimen,MC3010,
llama3.1-8b-f16,binary,¿Tiene requisitos o correquisitos?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Tiene requisitos o correquisitos?

Responde únicamente con 'Sí' o 'No'.",No,No,4.66,Cibercrimen,MC3010,
llama3.1-8b-f16,binary,¿Se permite la suficiencia para este curso?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Se permite la suficiencia para este curso?

Responde únicamente con 'Sí' o 'No'.",No,No,4.72,Cibercrimen,MC3010,
llama3.1-8b-f16,binary,¿Existe la posibilidad de reconocimiento?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿Existe la posibilidad de reconocimiento?

Responde únicamente con 'Sí' o 'No'.",No,No.,4.76,Cibercrimen,MC3010,
llama3.1-8b-f16,binary,¿La investigación social aplicada tiene un peso del 40%?,"En el curso Cibercrimen de la Maestría en Ciberseguridad, ¿La investigación social aplicada tiene un peso del 40%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.76,Cibercrimen,MC3010,
llama3.1-8b-f16,binary,¿Es un curso obligatorio?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Es un curso obligatorio?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.76,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,binary,¿Tiene requisitos o correquisitos previos?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Tiene requisitos o correquisitos previos?

Responde únicamente con 'Sí' o 'No'.",No,Sí,4.69,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.74,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,binary,¿Existe la posibilidad de suficiencia?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Existe la posibilidad de suficiencia?

Responde únicamente con 'Sí' o 'No'.",No,No,4.65,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,binary,¿Es posible el reconocimiento del curso?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿Es posible el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",No,Sí,4.71,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,binary,¿La investigación en sistema empresarial vale un 40%?,"En el curso Sistemas Estratégicos Empresariales de la Maestría en Gerencia de Tecnologías de la Información, ¿La investigación en sistema empresarial vale un 40%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.8,Sistemas Estratégicos Empresariales,MC1101,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.78,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,binary,¿Tiene el curso requisitos previos?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Tiene el curso requisitos previos?

Responde únicamente con 'Sí' o 'No'.",No,No.,4.78,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,binary,¿Se permite la suficiencia?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Se permite la suficiencia?

Responde únicamente con 'Sí' o 'No'.",No,No,4.74,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,binary,¿Es posible el reconocimiento del curso?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Es posible el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",No,Sí,4.72,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,binary,¿El estudio de casos vale un 40% de la nota?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿El estudio de casos vale un 40% de la nota?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.74,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,binary,¿Requiere el curso la elaboración de una investigación bibliográfica?,"En el curso Gerencia de Tecnología de Información de la Maestría en Gerencia de Tecnologías de la Información, ¿Requiere el curso la elaboración de una investigación bibliográfica?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.74,Gerencia de Tecnología de Información,MC1103,
llama3.1-8b-f16,binary,¿Es este un curso obligatorio?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Es este un curso obligatorio?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.72,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,binary,¿Se permite el reconocimiento del curso?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Se permite el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.72,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,binary,¿Existe la posibilidad de suficiencia?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Existe la posibilidad de suficiencia?

Responde únicamente con 'Sí' o 'No'.",No,No.,4.71,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,binary,¿Se ubica en el segundo semestre del programa?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Se ubica en el segundo semestre del programa?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.75,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,binary,¿Los dos exámenes parciales valen un 50% en total?,"En el curso Administración Financiera de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Los dos exámenes parciales valen un 50% en total?

Responde únicamente con 'Sí' o 'No'.",Sí,No,4.73,Administración Financiera de TI,MC1201,
llama3.1-8b-f16,binary,¿Es un curso obligatorio?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Es un curso obligatorio?

Responde únicamente con 'Sí' o 'No'.",No,No,4.74,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.81,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,binary,¿Es requisito para el curso de Administración y Estrategia de Proyectos II?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Es requisito para el curso de Administración y Estrategia de Proyectos II?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.79,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,binary,¿Permite el curso la suficiencia?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Permite el curso la suficiencia?

Responde únicamente con 'Sí' o 'No'.",No,No,4.74,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,binary,¿Existe la posibilidad de reconocimiento?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿Existe la posibilidad de reconocimiento?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.76,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,binary,¿La resolución de casos prácticos vale un 25%?,"En el curso Administración y Estrategia de Proyectos I de la Maestría en Gerencia de Tecnologías de la Información, ¿La resolución de casos prácticos vale un 25%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.74,Administración y Estrategia de Proyectos I,MC1203,
llama3.1-8b-f16,binary,¿Es un curso obligatorio?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Es un curso obligatorio?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.72,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,binary,¿Se reprueba el curso con 4 faltas de asistencia injustificadas?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Se reprueba el curso con 4 faltas de asistencia injustificadas?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,binary,¿Existe la posibilidad de suficiencia?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Existe la posibilidad de suficiencia?

Responde únicamente con 'Sí' o 'No'.",No,No.,4.72,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,binary,¿Se permite el reconocimiento del curso?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿Se permite el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",No,Sí,4.72,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,binary,¿La resolución de casos vale un 40% de la nota?,"En el curso Planificación Estratégica de TI de la Maestría en Gerencia de Tecnologías de la Información, ¿La resolución de casos vale un 40% de la nota?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.74,Planificación Estratégica de TI,MC2301,
llama3.1-8b-f16,binary,¿Es un curso electivo?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Es un curso electivo?

Responde únicamente con 'Sí' o 'No'.",No,No,4.7,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.72,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,binary,¿Se permite la suficiencia?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Se permite la suficiencia?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,binary,¿Es posible el reconocimiento del curso?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Es posible el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.69,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,binary,¿Tiene requisitos previos?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿Tiene requisitos previos?

Responde únicamente con 'Sí' o 'No'.",No,No,4.66,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,binary,¿El examen final vale el 30%?,"En el curso Teoría de Autómatas de la Maestría en Computación, ¿El examen final vale el 30%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Teoría de Autómatas,MC6003,
llama3.1-8b-f16,binary,¿Es un curso electivo?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Es un curso electivo?

Responde únicamente con 'Sí' o 'No'.",No,No,4.64,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.66,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,binary,"¿Es requisito para ""Redes de Computadores Avanzadas""?","En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Es requisito para ""Redes de Computadores Avanzadas""?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.68,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,binary,¿Permite el curso la suficiencia?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Permite el curso la suficiencia?

Responde únicamente con 'Sí' o 'No'.",Sí,No,4.62,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,binary,¿Se permite el reconocimiento?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Se permite el reconocimiento?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,binary,¿Los proyectos programados valen un 30%?,"En el curso Sistemas Operativos Avanzados de la Maestría en Computación, ¿Los proyectos programados valen un 30%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.72,Sistemas Operativos Avanzados,MC6004,
llama3.1-8b-f16,binary,¿Es un curso electivo?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Es un curso electivo?

Responde únicamente con 'Sí' o 'No'.",No,No,4.7,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.8,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,binary,¿Existe la posibilidad de suficiencia?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Existe la posibilidad de suficiencia?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.83,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,binary,¿Se permite el reconocimiento del curso?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Se permite el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.86,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,binary,¿Las tareas e investigaciones valen el 50% de la nota?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Las tareas e investigaciones valen el 50% de la nota?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.86,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,binary,¿Se imparte el curso los martes por la noche?,"En el curso Análisis de Algoritmos de la Maestría en Computación, ¿Se imparte el curso los martes por la noche?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí.,4.84,Análisis de Algoritmos,MC6102,
llama3.1-8b-f16,binary,¿Es este un curso electivo?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Es este un curso electivo?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.78,Diseño de Experimentos,MC6104,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.78,Diseño de Experimentos,MC6104,
llama3.1-8b-f16,binary,¿Se permite la suficiencia?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Se permite la suficiencia?

Responde únicamente con 'Sí' o 'No'.",No,No.,4.78,Diseño de Experimentos,MC6104,
llama3.1-8b-f16,binary,¿Es posible el reconocimiento del curso?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Es posible el reconocimiento del curso?

Responde únicamente con 'Sí' o 'No'.",No,Sí,4.75,Diseño de Experimentos,MC6104,
llama3.1-8b-f16,binary,¿Requiere conocimientos previos de Probabilidades?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿Requiere conocimientos previos de Probabilidades?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.73,Diseño de Experimentos,MC6104,
llama3.1-8b-f16,binary,¿La presentación oral tiene un valor del 5%?,"En el curso Diseño de Experimentos de la Maestría en Computación, ¿La presentación oral tiene un valor del 5%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.77,Diseño de Experimentos,MC6104,
llama3.1-8b-f16,binary,¿Es un curso electivo?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Es un curso electivo?

Responde únicamente con 'Sí' o 'No'.",No,No.,4.8,Introducción a la Investigación,MC7201,
llama3.1-8b-f16,binary,¿Es la asistencia obligatoria?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Es la asistencia obligatoria?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.8,Introducción a la Investigación,MC7201,
llama3.1-8b-f16,binary,¿Permite el curso la suficiencia?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Permite el curso la suficiencia?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.79,Introducción a la Investigación,MC7201,
llama3.1-8b-f16,binary,¿Es posible el reconocimiento?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿Es posible el reconocimiento?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.77,Introducción a la Investigación,MC7201,
llama3.1-8b-f16,binary,"¿Es ""Tema Selecto de Investigación"" un correquisito?","En el curso Introducción a la Investigación de la Maestría en Computación, ¿Es ""Tema Selecto de Investigación"" un correquisito?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.72,Introducción a la Investigación,MC7201,
llama3.1-8b-f16,binary,¿La presentación tiene un valor del 25%?,"En el curso Introducción a la Investigación de la Maestría en Computación, ¿La presentación tiene un valor del 25%?

Responde únicamente con 'Sí' o 'No'.",Sí,Sí,4.7,Introducción a la Investigación,MC7201,
llama3.1-8b-f16,short_answer,¿Cuántos créditos tiene el curso?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuántos créditos tiene el curso?

Da una respuesta breve y directa, en una sola frase.",4 créditos,El curso Análisis de Datos en Ciberseguridad tiene 4 créditos.,5.38,Análisis de Datos en Ciberseguridad,MC1001,
llama3.1-8b-f16,short_answer,¿En qué trimestre del plan de estudios se ubica?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿En qué trimestre del plan de estudios se ubica?

Da una respuesta breve y directa, en una sola frase.",Tercer trimestre,El curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad se ubica en el tercer trimestre del plan de estudios.,6.16,Análisis de Datos en Ciberseguridad,MC1001,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la nota final representan los laboratorios?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la nota final representan los laboratorios?

Da una respuesta breve y directa, en una sola frase.",75%,Los laboratorios representan el 75% de la nota final en el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad.,6.33,Análisis de Datos en Ciberseguridad,MC1001,
llama3.1-8b-f16,short_answer,¿Permite el curso la modalidad de suficiencia?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Permite el curso la modalidad de suficiencia?

Da una respuesta breve y directa, en una sola frase.",Sí,"Sí, el curso Análisis de Datos en Ciberseguridad permite la modalidad de suficiencia.",5.75,Análisis de Datos en Ciberseguridad,MC1001,
llama3.1-8b-f16,short_answer,¿Cuál es la vigencia del programa?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Cuál es la vigencia del programa?

Da una respuesta breve y directa, en una sola frase.",2023,La vigencia del programa del curso Análisis de Datos en Ciberseguridad es 2023.,5.64,Análisis de Datos en Ciberseguridad,MC1001,
llama3.1-8b-f16,short_answer,¿Qué porcentaje de la evaluación corresponde a la resolución de casos de estudio?,"En el curso Análisis de Datos en Ciberseguridad de la Maestría en Ciberseguridad, ¿Qué porcentaje de la evaluación corresponde a la resolución de casos de estudio?

Da una respuesta breve y directa, en una sola frase.",20%,20% de la evaluación corresponde a la resolución de casos de estudio.,5.41,Análisis de Datos en Ciberseguridad,MC1001,
llama3.1-8b-f16,short_answer,¿En qué trimestre se imparte esta materia?,"En el curso Seguridad y Criptografía de la Maestría en Ciberseguridad, ¿En qué trimestre se imparte esta materia?

Da una respuesta breve y directa, en una sola frase.",Cuarto trimestre,El curso Seguridad y Criptografía de la Maestría en Ciberseguridad se imparte en el cuarto trimestre.,5.88,Seguridad y Criptografía,MC1003,
